GTID,Date,Country,City,Perpetrator_group,fatalities,injured,target_type,attack_type,weapon_type
202009060032,2020-09-06,Nigeria,Buda,Fulani extremists (suspected),3,Unknown,"Private Citizens & Property,Religious Figures/Institutions",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
202009050011,2020-09-05,Chad,Fouli,Boko Haram,3,8,Military,Sub-Saharan Africa,Bombing/Explosion
202009040014,2020-09-04,Chad,Kouri,Unknown,3,2,Military,Sub-Saharan Africa,Armed Assault
202009010028,2020-09-01,Nigeria,Idoani,Fulani extremists,2,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
202009010024,2020-09-01,Nigeria,Dalwa,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202009010023,2020-09-01,Nigeria,Magumeri,Boko Haram,9,0,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202009010022,2020-09-01,Nigeria,Garin Giwa,Boko Haram,10,0,Military,Sub-Saharan Africa,Unknown
202009010015,2020-09-01,Cameroon,Bamenda,Unknown,1,0,"Police,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
202008310020,2020-09-01,Cameroon,Kouyape,Boko Haram,5,7,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
202008310019,2020-08-31,Cameroon,Talakachi,Boko Haram (suspected),1,3,Private Citizens & Property,Sub-Saharan Africa,Unknown
202008290015,2020-08-29,Nigeria,Opolo,Unknown,1,1,Government (General),Sub-Saharan Africa,Assassination
202008280033,2020-08-28,Nigeria,Ifon,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008280028,2020-08-28,Nigeria,Amu,Boko Haram,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008270022,2020-08-27,Cameroon,Ekok,Unknown,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008270020,2020-08-27,Nigeria,Juji,Unknown,2,0,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
202008270019,2020-08-27,Nigeria,Maraban Rido,Fulani extremists (suspected),3,Unknown,"Police,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008270016,2020-08-27,Nigeria,Mussine,Boko Haram,2,15,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
202008260024,2020-08-26,Nigeria,Gwoza,Boko Haram,75,Unknown,Private Citizens & Property,Sub-Saharan Africa,Unknown
202008240023,2020-08-24,Nigeria,Damba-Kasaya,"Fulani extremists (suspected),Boko Haram (suspected)",1,Unknown,"Educational Institution,Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
202008230022,2020-08-23,Nigeria,Umuhu Eha-Amufu,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008190027,2020-08-19,Nigeria,Mainari,Boko Haram (suspected),5,6,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202008190013,2020-08-19,Nigeria,Magumeri,Boko Haram,3,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
202008180034,2020-08-18,Nigeria,Unguwan Gankon,Fulani extremists,2,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202008180020,2020-08-18,Nigeria,Gajibo,Boko Haram,5,Unknown,Military,Sub-Saharan Africa,Armed Assault
202008180011,2020-08-18,Nigeria,Kukawa,Boko Haram,11,2,"Military,Private Citizens & Property",Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
202008170026,2020-08-17,Nigeria,Magumeri,Boko Haram,3,0,"Military,Telecommunication,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202008150014,2020-08-15,Nigeria,Mashio,Boko Haram (suspected),0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008140024,2020-08-14,Cameroon,Yaounde,Unknown,0,2,Business,Sub-Saharan Africa,Bombing/Explosion
202008130033,2020-08-13,Nigeria,Evwreni,Unknown,1,0,Police,Sub-Saharan Africa,Armed Assault
202008130030,2020-08-13,Nigeria,Baraza,Unknown,1,0,Government (General),Sub-Saharan Africa,"Assassination,Hostage Taking (Kidnapping)"
202008130029,2020-08-13,Cameroon,Pendamboko,Ambazonia Restoration Forces (ARF),1,Unknown,Business,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
202008120007,2020-08-12,Niger,Gueskerou,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008110028,2020-08-09,Cameroon,Bamenda,Separatists,1,0,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008110011,2020-08-11,Niger,Gueskerou,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008110010,2020-08-11,Cameroon,Ngoketunjia district,Separatists,1,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
202008110009,2020-08-11,Cameroon,Muyuka,Separatists,1,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008100004,2020-08-10,Nigeria,Edikwu,Unknown,13,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202008090006,2020-08-09,Niger,Koure,Islamic State in the Greater Sahara (ISGS),8,0,NGO,Sub-Saharan Africa,Armed Assault
202008070003,2020-08-07,Cameroon,Batibo,Separatists,1,0,NGO,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008060006,2020-08-06,Nigeria,Magamiya,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",5,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202008060005,2020-08-06,Nigeria,Kurmin-Masara,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",3,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202008060004,2020-08-06,Nigeria,Atak Mawei,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",12,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202008050012,2020-08-05,Ghana,Accra,Unknown,0,4,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
202008050002,2020-08-05,Nigeria,Kibori,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",7,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202008050001,2020-08-05,Nigeria,Apyiashyim,"Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),Fulani extremists",6,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202008030011,2020-08-03,Cameroon,Bamenda,Separatists,1,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202008030005,2020-08-03,Nigeria,Washo,Fulani extremists (suspected),1,0,Journalists & Media,Sub-Saharan Africa,Assassination
202008020012,2020-08-02,Nigeria,Kafan Ruwa,Unknown,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
202008020007,2020-08-02,Cameroon,Nguetchewe,Boko Haram,19,16,Private Citizens & Property,Sub-Saharan Africa,"Bombing/Explosion,Armed Assault"
202007310007,2020-07-31,Cameroon,Santa,Separatists,3,Unknown,Military,Sub-Saharan Africa,Armed Assault
202007310005,2020-07-31,Chad,Tinana,Boko Haram,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
202007300014,2020-07-30,Nigeria,Gindi Akwati,Fulani extremists (suspected),1,1,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202007300013,2020-07-30,Cameroon,Bamenda,Unknown,0,0,Business,Sub-Saharan Africa,Bombing/Explosion
202007300009,2020-07-30,Nigeria,Maiduguri,Boko Haram,2,9,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
202007300008,2020-07-30,Nigeria,Maiduguri,Boko Haram,1,9,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
202007300007,2020-07-30,Nigeria,Maiduguri,Boko Haram,3,9,Business,Sub-Saharan Africa,Bombing/Explosion
202007290011,2020-07-29,Nigeria,Baga,Boko Haram,0,3,Government (General),Sub-Saharan Africa,Assassination
202007280020,2020-07-28,Cameroon,Bamenda,Separatists,1,2,Police,Sub-Saharan Africa,Armed Assault
202007270022,2020-07-27,Nigeria,Dawusu,Unknown,5,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
202007250024,2020-07-25,Nigeria,Zikpak,Fulani extremists (suspected),0,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202007240021,2020-07-24,Cameroon,Essoh-Attah,Red Dragons,0,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202007240017,2020-07-24,Nigeria,Maraban Kagoro,Fulani extremists (suspected),3,3,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202007240016,2020-07-24,Nigeria,Ungwan Masara,Fulani extremists (suspected),3,3,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202007240015,2020-07-24,Nigeria,Zikpak,Fulani extremists (suspected),4,4,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202007230030,2020-07-23,Nigeria,Magumeri district,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
202007200022,2020-07-20,Cameroon,Bamenda,Separatists,Unknown,Unknown,Educational Institution,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202007200015,2020-07-20,Nigeria,Gora,Fulani extremists (suspected),10,7,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202007200014,2020-07-20,Nigeria,Barakin Ladi,Unknown,1,4,Business,Sub-Saharan Africa,Armed Assault
202007190013,2020-07-19,Nigeria,Jibia district,Unknown,23,2,Military,Sub-Saharan Africa,Armed Assault
202007190012,2020-07-19,Nigeria,Kaura,Fulani extremists (suspected),Unknown,Unknown,Police,Sub-Saharan Africa,Facility/Infrastructure Attack
202007190011,2020-07-19,Nigeria,Sabon Gari,Fulani extremists (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202007190010,2020-07-19,Nigeria,Manyii Kurum,Fulani extremists (suspected),Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202007190009,2020-07-19,Nigeria,Kukum Daji,Fulani extremists (suspected),21,28,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202007180037,2020-07-18,Nigeria,Pemi,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202007180035,2020-07-18,Nigeria,Kuburmbula,Boko Haram,2,10,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202007140027,2020-07-14,Nigeria,Kautikari,Boko Haram,0,0,Private Citizens & Property,Sub-Saharan Africa,Facility/Infrastructure Attack
202007140019,2020-07-14,Nigeria,Gudi,Fulani extremists,2,0,Government (General),Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault"
202007140011,2020-07-14,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Military,Sub-Saharan Africa,Armed Assault
202007130035,2020-07-13,Nigeria,Kumala,Boko Haram,8,0,Military,Sub-Saharan Africa,Armed Assault
202007130032,2020-07-13,Nigeria,Maiduguri,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202007130030,2020-07-13,Nigeria,Auno,Boko Haram,2,0,Military,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
202007130021,2020-07-13,Cameroon,Mmouck Leteh,Separatists,0,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202007120012,2020-07-12,Nigeria,Ungwan Audu,Fulani extremists,1,0,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202007110017,2020-07-11,Nigeria,Kigudu,Fulani extremists,0,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202007110016,2020-07-11,Nigeria,Kidugu,Fulani extremists,12,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202007100011,2020-07-10,Nigeria,Chibob,Fulani extremists,9,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202007090022,2020-07-09,Cameroon,Banga Bakundu,Separatists (suspected),1,0,NGO,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202007090020,2020-07-09,Nigeria,Unknown,Unknown,2,0,Military,Sub-Saharan Africa,Armed Assault
202007080015,2020-07-08,Chad,Kalama,Boko Haram,8,11,Military,Sub-Saharan Africa,Bombing/Explosion
202007070019,2020-07-07,Nigeria,Bulabulin,Boko Haram,40,2,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202007070014,2020-07-07,Nigeria,Gubio,Boko Haram,0,0,Military,Sub-Saharan Africa,Unknown
202007070013,2020-07-06,Nigeria,Mainok,Boko Haram,1,2,Military,Sub-Saharan Africa,Bombing/Explosion
202007050024,2020-07-05,Nigeria,Kadarko,Fulani extremists,0,2,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202007040008,2020-07-04,Nigeria,Konduga district,Boko Haram,22,Unknown,"Terrorists/Non-state Militia,Military",Sub-Saharan Africa,Unknown
202007020010,2020-07-02,Cameroon,Yaounde,Separatists,0,20,Private Citizens & Property,Sub-Saharan Africa,Bombing/Explosion
202007020006,2020-07-02,Nigeria,Damasak,Boko Haram,2,Unknown,Government (Diplomatic),Sub-Saharan Africa,Armed Assault
202007010011,2020-07-01,Nigeria,Kautikari,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
202006300032,2020-06-30,Nigeria,Tungushe,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006300031,2020-06-30,Nigeria,Kautikari,Boko Haram,1,0,Private Citizens & Property,Sub-Saharan Africa,Unknown
202006270006,2020-06-27,Nigeria,Bokko,Boko Haram,1,10,Military,Sub-Saharan Africa,Armed Assault
202006270005,2020-06-27,Nigeria,Dogon Waye,Boko Haram,30,Unknown,Military,Sub-Saharan Africa,Armed Assault
202006260017,2020-06-26,Nigeria,Malaharam,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Facility/Infrastructure Attack"
202006260016,2020-06-26,Nigeria,Isua-Akoko,Fulani extremists (suspected),Unknown,Unknown,Transportation,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006240011,2020-06-24,Niger,Bossey Bangou,Muslim extremists,0,0,NGO,Sub-Saharan Africa,Hijacking
202006230033,2020-06-23,Nigeria,Kautikari,Boko Haram,2,0,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006220019,2020-06-22,Cameroon,Sandaouadjiri,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006220018,2020-06-22,Cameroon,Mainankoua,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006210019,2020-06-21,Cameroon,Yaounde,Unknown,0,0,Military,Sub-Saharan Africa,Bombing/Explosion
202006210018,2020-06-21,Cameroon,Yaounde,Unknown,0,0,Military,Sub-Saharan Africa,Bombing/Explosion
202006210016,2020-06-21,Nigeria,Buni Yadi,Boko Haram (suspected),0,1,Unknown,Sub-Saharan Africa,Bombing/Explosion
202006200007,2020-06-20,Nigeria,Ngudori,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
202006200006,2020-06-20,Nigeria,Kelewa,Boko Haram,1,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
202006200005,2020-06-20,Nigeria,Moduri,Boko Haram,3,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
202006170018,2020-06-17,Nigeria,Kautikari,Boko Haram,2,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006160023,2020-06-16,Nigeria,Mbulabam,Boko Haram,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006150050,2020-06-15,Cameroon,Mamfe,Separatists,0,1,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006150023,2020-06-15,Nigeria,Ombi,Fulani extremists,Unknown,Unknown,Private Citizens & Property,Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006130010,2020-06-13,Nigeria,Goni Usmanti,Boko Haram,40,7,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202006130009,2020-06-13,Nigeria,Monguno,Boko Haram,10,7,"Government (Diplomatic),Military,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202006130008,2020-06-13,Nigeria,Monguno,Boko Haram,10,7,Business,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202006130007,2020-06-13,Nigeria,Monguno,Boko Haram,10,8,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202006130006,2020-06-13,Nigeria,Monguno,Boko Haram,10,8,Police,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202006100018,2020-06-10,Nigeria,Unknown,Boko Haram (suspected),4,8,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202006090021,2020-06-09,Nigeria,Kainyehu,Unknown,0,4,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
202006090008,2020-06-09,Nigeria,Foduma Kolomaiya,Boko Haram,81,13,Private Citizens & Property,Sub-Saharan Africa,"Hostage Taking (Kidnapping),Armed Assault,Facility/Infrastructure Attack"
202006080018,2020-06-08,Nigeria,Unknown,Boko Haram,3,0,"NGO,NGO,NGO",Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006060016,2020-06-06,Nigeria,Kaseyo,Fulani extremists,2,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
202006060015,2020-06-06,Nigeria,Kponko,Fulani extremists,3,0,"Military,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
202006060014,2020-06-06,Nigeria,Torkula,Fulani extremists,3,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,Armed Assault
202006060010,2020-06-06,Nigeria,Auno,Boko Haram,6,0,Military,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202006050028,2020-06-05,Cameroon,Njikwa,Separatists,1,0,Police,Sub-Saharan Africa,Assassination
202006050018,2020-06-05,Cameroon,Sagme,Boko Haram,4,1,"Private Citizens & Property,Military",Sub-Saharan Africa,Armed Assault
202006030021,2020-06-03,Nigeria,Madagali district,Unknown,Unknown,0,"Private Citizens & Property,Private Citizens & Property",Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202006030015,2020-06-03,Nigeria,Anguwan Tudu,Fulani extremists,10,Unknown,Private Citizens & Property,Sub-Saharan Africa,"Armed Assault,Facility/Infrastructure Attack"
202006030012,2020-06-03,Cameroon,Ndop,Separatists,4,Unknown,"Business,Military",Sub-Saharan Africa,Armed Assault
202006020022,2020-06-02,Nigeria,Gasarwa,Boko Haram,4,Unknown,"Military,Police,Private Citizens & Property",Sub-Saharan Africa,Hostage Taking (Kidnapping)
202006010037,2020-06-01,Nigeria,Mararaba,Unknown,2,0,Religious Figures/Institutions,Sub-Saharan Africa,Armed Assault
202006010024,2020-06-01,Cameroon,Otu,Separatists,5,Unknown,Military,Sub-Saharan Africa,Armed Assault
202006010014,2020-06-01,Nigeria,Damboa,Boko Haram,4,0,Private Citizens & Property,Sub-Saharan Africa,Armed Assault
